0.93854,1.7156,1.8676,1.598,0.80363,0.84687,0.75406,0.85237,0.93749,0.92151,0.62,0.79609,0.65703,1.5301,1.6995,1.3772,0.90809,0.75897,0.5237,0.88002
0.95749,1.7265,1.8775,1.5836,0.79765,0.84145,0.75155,0.86786,0.98282,0.92713,0.6522,0.81405,0.68409,1.5424,1.7106,1.3635,0.92762,0.76223,0.53302,0.88619
0.96509,1.7255,1.8769,1.5848,0.80649,0.84581,0.75019,0.86786,1.0103,0.92623,0.67167,0.83892,0.7008,1.5415,1.7107,1.3648,0.93904,0.76711,0.53584,0.9021
0.96436,1.7148,1.8658,1.5808,0.8106,0.85089,0.7472,0.86786,1.024,0.92104,0.67835,0.85326,0.70864,1.5295,1.7001,1.3611,0.93995,0.77607,0.52682,0.90918
0.95665,1.6916,1.8397,1.572,0.8106,0.85089,0.7472,0.86786,1.0299,0.91434,0.67463,0.86085,0.70869,1.5033,1.6743,1.352,0.93087,0.78967,0.50474,0.9089
0.94413,1.655,1.7966,1.5579,0.8106,0.85089,0.74642,0.86786,1.0327,0.90683,0.6636,0.8639,0.70262,1.4619,1.6309,1.336,0.91488,0.8065,0.47261,0.90165
0.93153,1.6112,1.7416,1.5404,0.81321,0.85089,0.7225,0.86786,1.0355,0.89949,0.6501,0.86497,0.68917,1.4114,1.575,1.3137,0.89688,0.82453,0.43739,0.8881
0.9362,1.5753,1.6894,1.5518,0.81321,0.85089,0.69683,0.86786,1.0536,0.89055,0.63829,0.87998,0.69215,1.3704,1.5213,1.3199,0.89523,0.84256,0.40521,0.88821
0.94425,1.5676,1.6551,1.5681,0.80855,0.85173,0.69061,0.86786,1.0719,0.88142,0.632,0.89316,0.69817,1.3641,1.4855,1.3323,0.8953,0.85985,0.37919,0.88575
0.95439,1.5787,1.6395,1.5852,0.80855,0.85173,0.70448,0.86786,1.0907,0.87236,0.63167,0.90456,0.70873,1.3787,1.4698,1.3492,0.89776,0.86469,0.35759,0.88308
0.95856,1.58,1.6229,1.5872,0.80855,0.85173,0.71836,0.86786,1.1087,0.86187,0.63538,0.91283,0.71789,1.3885,1.4539,1.3546,0.90085,0.87211,0.33807,0.88078
0.94509,1.5487,1.5813,1.5533,0.80855,0.85173,0.72762,0.86786,1.1213,0.8491,0.63807,0.91366,0.71413,1.3688,1.4112,1.3256,0.89995,0.8815,0.31898,0.87472
0.90512,1.4679,1.501,1.4646,0.80855,0.84308,0.7017,0.85382,1.1212,0.83024,0.63166,0.90061,0.68835,1.3009,1.3258,1.242,0.88876,0.89035,0.29763,0.85677
0.83502,1.3279,1.3833,1.3046,0.80855,0.76787,0.63283,0.7921,1.1003,0.80238,0.61074,0.86843,0.63471,1.1734,1.1944,1.0851,0.86073,0.89702,0.27061,0.81843
0.74024,1.1327,1.2493,1.0593,0.80642,0.63446,0.51997,0.67943,1.0529,0.76707,0.57265,0.81424,0.55502,0.9893,1.0356,0.83802,0.81172,0.90197,0.23539,0.75579
0.63787,0.92116,1.1428,0.72781,0.75081,0.58202,0.37855,0.53421,0.97835,0.73171,0.52236,0.74198,0.46007,0.78507,0.89874,0.48931,0.74093,0.9086,0.19214,0.67212
0.55305,0.78853,1.1012,0.37296,0.61897,0.54695,0.38878,0.37312,0.88295,0.70713,0.46972,0.66106,0.37008,0.65363,0.83955,0.067008,0.65293,0.91973,0.14425,0.57949
0.50349,0.78106,1.1166,0.1626,0.50312,0.52998,0.44707,0.21079,0.78395,0.70098,0.4259,0.58577,0.30886,0.64526,0.85992,-0.26523,0.56094,0.93536,0.095451,0.49683
0.50349,0.8393,1.1564,0.1626,0.50312,0.51851,0.51634,0.21079,0.78395,0.71337,0.39815,0.58577,0.30886,0.70582,0.91506,-0.26523,0.56094,0.95447,0.048811,0.49683
0.50349,1.0631,1.2022,0.1626,0.50312,0.63726,0.58766,0.21079,0.78395,0.78561,0.38906,0.58577,0.30886,0.92571,0.97693,-0.26523,0.56094,0.91145,0.0064562,0.49683
0.50349,1.216,1.2478,0.1626,0.50312,0.70117,0.64682,0.21079,0.78395,0.83238,0.39928,0.58577,0.30886,1.0795,1.0359,-0.26523,0.56094,0.8475,-0.027832,0.49683
0.50349,1.3253,1.292,0.1626,0.50312,0.7325,0.68967,0.21079,0.78395,0.85202,0.42215,0.58577,0.30886,1.1887,1.0885,-0.26523,0.56094,0.75372,-0.051719,0.49683
1.0739,1.3916,1.3311,1.6237,0.31748,0.77032,0.74613,0.44117,0.68688,0.84694,0.44626,0.37746,0.92037,1.2492,1.1316,1.5081,0.48508,0.61134,-0.06119,0.0087995
1.0196,1.3817,1.3588,1.5857,0.45748,0.79474,0.77211,0.47061,0.70678,0.81515,0.46152,0.34858,0.85606,1.2261,1.1605,1.4611,0.49613,0.37082,-0.056479,-0.029376
0.98259,1.364,1.3671,1.5494,0.51091,0.80966,0.77211,0.48889,0.71341,0.77992,0.46149,0.31958,0.79983,1.2003,1.1699,1.4174,0.50176,0.34174,-0.041442,-0.052783
0.96092,1.3363,1.3515,1.5114,0.52476,0.81404,0.77103,0.50621,0.70978,0.74653,0.44612,0.29632,0.75059,1.1666,1.1568,1.3735,0.49753,0.31056,-0.023731,-0.060618
0.96084,1.3034,1.3153,1.4779,0.57692,0.81404,0.76704,0.62905,0.70157,0.718,0.4219,0.28293,0.71417,1.1306,1.1264,1.3342,0.48448,0.285,-0.0096418,-0.050666
0.96084,1.2723,1.2702,1.4779,0.57692,0.81404,0.76674,0.62905,0.70157,0.69958,0.39962,0.28293,0.71417,1.0993,1.091,1.3342,0.48448,0.27885,-0.0011463,-0.050666
0.96084,1.2537,1.2368,1.4779,0.57692,0.81404,0.76674,0.62905,0.70157,0.69355,0.39171,0.28293,0.71417,1.0819,1.0679,1.3342,0.48448,0.32277,0.0045081,-0.050666
0.96084,1.2587,1.2371,1.4779,0.57692,0.81404,0.76674,0.62905,0.70157,0.70029,0.40386,0.28293,0.71417,1.0881,1.0743,1.3342,0.48448,0.42478,0.011745,-0.050666
0.96084,1.2877,1.2752,1.4779,0.57692,0.81404,0.80051,0.62905,0.70157,0.71808,0.43178,0.28293,0.71417,1.1177,1.1127,1.3342,0.48448,0.55186,0.024229,-0.050666
0.96084,1.3256,1.3285,1.4779,0.57692,0.81404,0.8723,0.62905,0.70157,0.74283,0.46519,0.28293,0.71417,1.1544,1.1619,1.3342,0.48448,0.66472,0.042219,-0.050666
0.96084,1.355,1.3714,1.4779,0.57692,0.81404,0.88022,0.62905,0.70157,0.77031,0.49516,0.28293,0.71417,1.182,1.1984,1.3342,0.48448,0.74333,0.063726,-0.050666
0.96084,1.3667,1.3918,1.4779,0.57692,0.81502,0.88022,0.62905,0.70157,0.7968,0.51712,0.28293,0.71417,1.1918,1.2118,1.3342,0.48448,0.78651,0.085764,-0.050666
0.90345,1.3601,1.3889,1.4289,0.57692,0.81502,0.88022,0.62905,0.72017,0.81134,0.52824,0.26798,0.6244,1.1816,1.2013,1.2734,0.48414,0.81742,0.10606,-0.097173
0.84417,1.3388,1.3673,1.3694,0.57692,0.79532,0.88004,0.62653,0.72988,0.829,0.5264,0.2359,0.51243,1.1566,1.1722,1.196,0.48675,0.83489,0.12352,-0.12873
0.80632,1.3104,1.3333,1.3103,0.57692,0.75405,0.86629,0.58363,0.72854,0.84741,0.5116,0.19629,0.39364,1.1251,1.1321,1.1135,0.48907,0.84712,0.13838,-0.13515
0.80765,1.2803,1.2926,1.2568,0.57692,0.69355,0.84272,0.52791,0.71578,0.86541,0.48771,0.16193,0.30782,1.0939,1.0877,1.0398,0.48388,0.85849,0.1505,-0.11959
0.90818,1.2507,1.2514,1.1646,0.62883,0.68082,0.80711,0.52981,0.68737,0.88281,0.4609,0.22353,0.49727,1.0655,1.0452,0.97629,0.46216,0.86975,0.16006,0.012236
0.96467,1.2251,1.2182,1.0816,0.59001,0.68082,0.78359,0.53499,0.65507,0.89948,0.43814,0.26918,0.62668,1.0417,1.0125,0.93808,0.45817,0.881,0.16741,0.098612
0.97508,1.2064,1.199,1.0197,0.51663,0.67634,0.77106,0.53514,0.6253,0.91538,0.4227,0.28894,0.70235,1.0238,0.99467,0.92767,0.47741,0.8923,0.17402,0.15281
0.92663,1.1942,1.1916,0.94813,0.30988,0.64384,0.76593,0.26579,0.60007,0.9304,0.41167,0.28286,0.73131,1.0107,0.98791,0.91504,0.51523,0.90387,0.18078,0.18007
0.87658,1.1852,1.1888,0.91693,0.30988,0.63938,0.76438,0.26579,0.58521,0.94369,0.40003,0.25787,0.68317,0.99896,0.98419,0.88216,0.51751,0.91511,0.18724,0.17431
0.8329,1.1702,1.1794,0.88579,0.30988,0.63938,0.76546,0.26579,0.57322,0.95472,0.38237,0.24744,0.63849,0.98083,0.97373,0.84798,0.51503,0.92134,0.19161,0.17208
0.79479,1.1358,1.1484,0.85307,0.33739,0.64361,0.76803,0.26579,0.56122,0.96257,0.3577,0.2439,0.59742,0.94317,0.94181,0.81159,0.50984,0.91548,0.19201,0.17143
0.7613,1.0675,1.0779,0.81879,0.40178,0.63679,0.76876,0.26579,0.54964,0.96621,0.3276,0.23889,0.55977,0.87065,0.86881,0.77299,0.50306,0.89252,0.18643,0.17019
0.73108,0.95736,0.95476,0.78539,0.42261,0.60972,0.76611,0.26579,0.54059,0.96527,0.29703,0.22856,0.52688,0.75647,0.74126,0.7352,0.49693,0.85598,0.17352,0.16567
